X_id,estId,estName,addrFull,srvType,insStatus,insDate,observation,infCategory,defDesc,infType,actionDesc,OutcomeDate,OutcomeDesc,fineAmount,geometry
532,10639901,MAGIC NAILS,1672 JANE ST,Aesthetics,Pass,2024-01-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.504, 43.70234]]}"
533,10639901,MAGIC NAILS,1672 JANE ST,Nails,Pass,2024-01-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.504, 43.70234]]}"
534,10698461,NORTHERN GLOW NAIL,760 DANFORTH AVE,Aesthetics,Pass,2023-07-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34245, 43.6797]]}"
535,10698461,NORTHERN GLOW NAIL,760 DANFORTH AVE,Nails,Pass,2023-07-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34245, 43.6797]]}"
536,10697128,NATALIE NAILS,1733 BAYVIEW AVE,Aesthetics,Pass,2024-01-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37605, 43.70857]]}"
537,10697128,NATALIE NAILS,1733 BAYVIEW AVE,Aesthetics,Conditional Pass,2024-01-10,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37605, 43.70857]]}"
538,10697128,NATALIE NAILS,1733 BAYVIEW AVE,Aesthetics,Conditional Pass,2024-01-10,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37605, 43.70857]]}"
539,10697128,NATALIE NAILS,1733 BAYVIEW AVE,Aesthetics,Conditional Pass,2024-01-10,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,02 - General Setting Requirements,Personal service setting - furniture not maintained in sanitary condition. Reg. Para. 2 of subsec. 8 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37605, 43.70857]]}"
540,10697128,NATALIE NAILS,1733 BAYVIEW AVE,Nails,Pass,2024-01-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37605, 43.70857]]}"
541,10697128,NATALIE NAILS,1733 BAYVIEW AVE,Nails,Conditional Pass,2024-01-10,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37605, 43.70857]]}"
542,10698202,SEPHORA YORKDALE,"3401 DUFFERIN ST, SPACE # CRU 233",Aesthetics,Pass,2023-08-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45147, 43.72608]]}"
543,10698289,SPA NAILS,"1244 YONGE ST, UNIT-101-B",Aesthetics,Pass,2023-11-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39222, 43.68299]]}"
544,10698289,SPA NAILS,"1244 YONGE ST, UNIT-101-B",Nails,Pass,2023-11-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39222, 43.68299]]}"
545,10698714,SEPHORA BAYVIEW,"2901 BAYVIEW AVE, UNIT-C15",Aesthetics,Pass,2020-01-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38837, 43.76923]]}"
546,10698805,SEPHORA YONGE & EGLINTON,"2300 YONGE ST, 100",Aesthetics,Pass,2020-01-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39908, 43.70716]]}"
547,10698835,MARJAN BEAUTY & LASER CLINIC,"5927 YONGE ST, 205",Aesthetics,Pass,2020-01-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41706, 43.78733]]}"
548,10698879,PAULO AND CO. HAIR SALON INC.,"2871 BLOOR ST W, MAIN/BSMT",Barbering & Hairdressing,Pass,2024-01-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5056, 43.64842]]}"
549,10698879,PAULO AND CO. HAIR SALON INC.,"2871 BLOOR ST W, MAIN/BSMT",Barbering & Hairdressing,Pass,2020-01-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5056, 43.64842]]}"
550,10698893,SANDY BEACH AESTHETICS,948 COLLEGE ST,Aesthetics,Pass,2023-11-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42689, 43.6537]]}"
551,10698893,SANDY BEACH AESTHETICS,948 COLLEGE ST,Aesthetics,Pass,2020-01-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42689, 43.6537]]}"
552,10698893,SANDY BEACH AESTHETICS,948 COLLEGE ST,Nails,Pass,2023-11-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42689, 43.6537]]}"
553,10698893,SANDY BEACH AESTHETICS,948 COLLEGE ST,Nails,Pass,2020-01-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42689, 43.6537]]}"
554,10699018,SKIN BY TAMSYN,"66 PORTLAND ST, 101",Aesthetics,Pass,2020-01-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40011, 43.64391]]}"
555,10754556,LA MARKA STUDIOS INC,162A SPADINA AVE,Tattooing,Conditional Pass,2024-01-12,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink has adequate counter space to prepare equipment for use and re-use. Reg. Clause 8 (3)(c),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3968, 43.64895]]}"
556,10754556,LA MARKA STUDIOS INC,162A SPADINA AVE,Tattooing,Pass,2024-01-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3968, 43.64895]]}"
557,10754132,JK BEAUTY,118 RUNNYMEDE RD,Aesthetics,Pass,2023-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
558,10754132,JK BEAUTY,118 RUNNYMEDE RD,Aesthetics,Pass,2023-06-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
559,10754132,JK BEAUTY,118 RUNNYMEDE RD,Barbering & Hairdressing,Pass,2023-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
560,10754132,JK BEAUTY,118 RUNNYMEDE RD,Barbering & Hairdressing,Pass,2023-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
561,10754132,JK BEAUTY,118 RUNNYMEDE RD,Micropigmentation/Microblading,Pass,2023-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
562,10754132,JK BEAUTY,118 RUNNYMEDE RD,Micropigmentation/Microblading,Pass,2023-06-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
563,10754132,JK BEAUTY,118 RUNNYMEDE RD,Nails,Pass,2023-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
564,10754132,JK BEAUTY,118 RUNNYMEDE RD,Nails,Pass,2023-06-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47627, 43.65049]]}"
565,10754216,SKIN & SOUL INC,"6 RYLANDER BLVD, 5A",Aesthetics,Pass,2023-11-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.14935, 43.7976]]}"
566,10754225,DC NAILS & SPA,4229 DUNDAS ST W,Aesthetics,Pass,2022-05-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51249, 43.65964]]}"
567,10754225,DC NAILS & SPA,4229 DUNDAS ST W,Nails,Pass,2022-05-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51249, 43.65964]]}"
568,10754225,DC NAILS & SPA,4229 DUNDAS ST W,Nails,Conditional Pass,2022-05-19,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51249, 43.65964]]}"
569,10754713,SEPHORA,65 FRONT ST W,Aesthetics,Pass,2023-11-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38049, 43.64528]]}"
570,10754713,SEPHORA,65 FRONT ST W,Aesthetics,Pass,2022-06-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38049, 43.64528]]}"
571,10754894,CAMDEN SPA - SKINCARE & WELLNESS,"201 QUEEN ST E, GROUND FLOOR",Aesthetics,Pass,2022-06-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37075, 43.65406]]}"
572,10754903,POINT BLANK HAIR,1398 QUEEN ST W,Barbering & Hairdressing,Pass,2022-05-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43399, 43.64134]]}"
573,10753513,SJBEAUTYLAB,"5926 YONGE ST, UNIT-2F",Aesthetics,Pass,2022-06-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41773, 43.7872]]}"
574,10753513,SJBEAUTYLAB,"5926 YONGE ST, UNIT-2F",Micropigmentation/Microblading,Pass,2022-06-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41773, 43.7872]]}"
575,10754001,GOLDEN HOUR COLLECTIVE,"34 NOBLE ST, UNIT-103",Barbering & Hairdressing,Pass,2023-06-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43139, 43.64287]]}"
576,10754001,GOLDEN HOUR COLLECTIVE,"34 NOBLE ST, UNIT-103",Tattooing,Pass,2023-06-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43139, 43.64287]]}"
577,10784895,NAIL GROWS,"1415 KENNEDY RD, 25",Nails,Pass,2023-06-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28014, 43.76486]]}"
578,10784442,EASY HAIR SALON,"4455 SHEPPARD AVE E, 10",Barbering & Hairdressing,Pass,2023-06-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.26671, 43.7875]]}"
579,10784722,EXPERT NAILS AND BEAUTY INC,1699 JANE ST,Aesthetics,Pass,2023-06-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.50377, 43.70374]]}"
580,10784722,EXPERT NAILS AND BEAUTY INC,1699 JANE ST,Barbering & Hairdressing,Pass,2023-06-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.50377, 43.70374]]}"
581,10784722,EXPERT NAILS AND BEAUTY INC,1699 JANE ST,Nails,Pass,2023-06-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.50377, 43.70374]]}"
582,10784878,ANAS HAIR SALON,"175 REXDALE BLVD, UNIT 7",Barbering & Hairdressing,Pass,2023-07-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.57047, 43.71071]]}"
583,10784904,POKING PIGEONS INK,1986 DAVENPORT RD,Tattooing,Pass,2023-07-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45762, 43.67033]]}"
584,10784964,ONY TATTOOS,"30 BAYWOOD RD, UNIT-17 AND UNIT-224",Aesthetics,Pass,2023-06-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60681, 43.74568]]}"
585,10784964,ONY TATTOOS,"30 BAYWOOD RD, UNIT-17 AND UNIT-224",Barbering & Hairdressing,Pass,2023-06-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60681, 43.74568]]}"
586,10784964,ONY TATTOOS,"30 BAYWOOD RD, UNIT-17 AND UNIT-224",Tattooing,Pass,2023-06-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60681, 43.74568]]}"
587,10785016,PARKDALE BARBERS,"1205 QUEEN ST W, UNIT-2",Barbering & Hairdressing,Pass,2023-06-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42892, 43.64188]]}"
588,10785124,SCARLETT O'HAIR BEAUTY SALON,322 SCARLETT RD,Aesthetics,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51137, 43.68377]]}"
589,10785124,SCARLETT O'HAIR BEAUTY SALON,322 SCARLETT RD,Barbering & Hairdressing,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51137, 43.68377]]}"
590,10785124,SCARLETT O'HAIR BEAUTY SALON,322 SCARLETT RD,Nails,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51137, 43.68377]]}"
591,10785143,OGIN BARBERSHOP,"30 BAYWOOD RD, UNIT 16",Barbering & Hairdressing,Pass,2023-06-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60681, 43.74568]]}"
592,10785174,HAIR SWEETY,"85 ELLESMERE RD, 4",Barbering & Hairdressing,Pass,2023-06-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.31241, 43.7571]]}"
593,10785208,JINJIN'S NAILS & SPA,2842 DUNDAS ST W,Aesthetics,Pass,2023-07-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46409, 43.66553]]}"
594,10785208,JINJIN'S NAILS & SPA,2842 DUNDAS ST W,Nails,Pass,2023-07-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46409, 43.66553]]}"
595,10785233,BLACK WIDOW TATTOO,"64 OSSINGTON AVE, FLR-2 AND FLR-3",Tattooing,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41954, 43.64565]]}"
596,10785239,BAMBOO TATTOO STUDIO (MOBILE VEHICLE),695 THE QUEENSWAY,Tattooing,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.50069, 43.62666]]}"
597,10796702,HEADS SALON,35 ANNETTE ST,Barbering & Hairdressing,Pass,2023-10-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46057, 43.66373]]}"
598,10796354,NU YU SALON AND SPA,"1939 KENNEDY RD, 205",Barbering & Hairdressing,Pass,2023-10-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28154, 43.76836]]}"
599,10796354,NU YU SALON AND SPA,"1939 KENNEDY RD, 205",Nails,Pass,2023-10-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28154, 43.76836]]}"
600,10796419,SJ TATTOO STUDIO,"1153 QUEEN ST W, 3",Tattooing,Pass,2023-10-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42486, 43.64269]]}"
601,10796673,AVANI NAILS SPA,"371 OLD KINGSTON RD, 3",Aesthetics,Pass,2023-10-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.16975, 43.78325]]}"
602,10796673,AVANI NAILS SPA,"371 OLD KINGSTON RD, 3",Nails,Pass,2023-10-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.16975, 43.78325]]}"
603,10796805,UPTOWN NAILS,"5 SPRING GARDEN AVE, 2ND FLR",Aesthetics,Pass,2023-11-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4114, 43.76415]]}"
604,10796805,UPTOWN NAILS,"5 SPRING GARDEN AVE, 2ND FLR",Nails,Pass,2023-11-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4114, 43.76415]]}"
605,10796848,BENCH BARBERSHOP INC.,"1300 BAY ST, UNIT-1A",Barbering & Hairdressing,Pass,2023-11-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39082, 43.67226]]}"
606,10796863,SUNRISE TATTOOS,"5 CHARLES ST W, 2",Body Piercing,Pass,2023-10-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38663, 43.66848]]}"
607,10796863,SUNRISE TATTOOS,"5 CHARLES ST W, 2",Tattooing,Pass,2023-10-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38663, 43.66848]]}"
608,10796952,BODE SPA,156 PARLIAMENT ST,Aesthetics,Pass,2023-10-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36438, 43.6549]]}"
609,10796952,BODE SPA,156 PARLIAMENT ST,Nails,Pass,2023-10-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36438, 43.6549]]}"
610,10796963,MICHAEL SU HAIR DESIGN,"2301 BRIMLEY RD, 156",Barbering & Hairdressing,Pass,2023-10-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.27118, 43.79796]]}"
611,10796984,CUT AND CHEMIST,"621 SHEPPARD AVE E, UNIT-103",Barbering & Hairdressing,Pass,2023-11-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38079, 43.76797]]}"
612,10797170,GLOSSIX NAIL SPA,1296 BLOOR ST W,Aesthetics,Pass,2023-10-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44225, 43.65861]]}"
613,10797170,GLOSSIX NAIL SPA,1296 BLOOR ST W,Nails,Pass,2023-10-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44225, 43.65861]]}"
614,10797173,DUKE BARBERSHOP AND SALON,1168 BAY ST,Aesthetics,Pass,2023-10-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38949, 43.66878]]}"
615,10797173,DUKE BARBERSHOP AND SALON,1168 BAY ST,Barbering & Hairdressing,Pass,2023-10-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38949, 43.66878]]}"
616,10797173,DUKE BARBERSHOP AND SALON,1168 BAY ST,Nails,Pass,2023-10-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38949, 43.66878]]}"
617,10797175,ALWAYS TATTOO STUDIO INC.,"87 WADE AVE, UNIT-307",Tattooing,Pass,2023-11-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44576, 43.65992]]}"
618,9427393,JOAN'S BEAUTY SALON,1693 DUNDAS ST W,Barbering & Hairdressing,Pass,2020-02-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43774, 43.64984]]}"
619,9427267,EVE'S BEAUTY SALON,2410 KINGSTON RD,Barbering & Hairdressing,Pass,2020-02-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25042, 43.70851]]}"
620,9427288,ESTHETICARE,277 OLD KINGSTON RD,Aesthetics,Pass,2022-09-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.17187, 43.78234]]}"
621,9427373,KELLY'S STUDIO ESTHETICS,"280 DANFORTH AVE, BSMT",Aesthetics,Pass,2023-04-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35451, 43.67726]]}"
622,9427373,KELLY'S STUDIO ESTHETICS,"280 DANFORTH AVE, BSMT",Nails,Pass,2023-04-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35451, 43.67726]]}"
623,9427757,STUDIO VIS A VIS,780 COLLEGE ST,Aesthetics,Pass,2023-11-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42078, 43.65491]]}"
624,9427764,A S ELECTROLYSIS,"320 DANFORTH AVE, STE-203",Aesthetics,Pass,2024-01-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35326, 43.67753]]}"
625,9427770,ICI PARIS SKIN CARE CLINIC & SPA,370 DANFORTH AVE,Aesthetics,Pass,2023-09-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35234, 43.6777]]}"
626,9427770,ICI PARIS SKIN CARE CLINIC & SPA,370 DANFORTH AVE,Nails,Pass,2023-09-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35234, 43.6777]]}"
627,9427788,THE ELMWOOD SPA,18 ELM ST,Aesthetics,Pass,2023-12-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38275, 43.6579]]}"
628,9427788,THE ELMWOOD SPA,18 ELM ST,Barbering & Hairdressing,Pass,2023-12-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38275, 43.6579]]}"
